_id,pin,number,total_amount
3587257,1002H00008000000,2,175
3587258,1002H00012000000,21,3288.42
3587259,1002H00014000000,1,85.14
3587260,1002H00016000000,16,1720.84
3587261,1002H00018000000,31,4694.51
3587262,1002H00024000000,1,124.4
3587263,1002H00040000000,1,70
3587264,1002H00047000000,19,3361.05
3587265,1002H00049000000,59,8508.33
3587266,1002H00067000000,12,1141.44
3587267,1002H00079000000,15,1089.24
3587268,1002H00080000000,1,2.36
3587269,1002H00085000000,20,2649.53
3587270,1002H00091000000,15,1675.14
3587271,1002H00093000000,12,3144.42
3587272,1002H00225000000,14,1309.96
3587273,1002H00229000000,1,79.94
3587274,1002H00240000000,14,1248.41
3587275,1002H00247000000,14,380.81
3587276,1002H00249000000,14,397.63
3587277,1002J00065000000,1,3.2
3587278,1002M00025000000,12,101.99
3587279,1002M00055000000,86,18084.7
3587280,1002N00036000000,83,9336.22
3587281,1002N00088000000,7,6.09
3587282,1003B00100000000,115,17833.07
3587283,1003B00130000000,38,7646.94
3587284,1003E00100000000,39,56.07
3587285,1003F00020000000,4,256.28
3587286,1003F00040000000,2,996.39
3587287,1003F00065000000,20,15754.04
3587288,1003F00211000000,1,574.7
3587289,1003G00023000000,1,1089.69
3587290,1003J00038000000,1,1921.91
3587291,1003J00039000000,68,236.28
3587292,1003K00040000000,3,4307.85
3587293,1003K00061000000,35,6958.32
3587294,1003K00080000000,47,243.45
3587295,1003K00215000000,3,802.87
3587296,1003K00221000000,1,2013.51
3587297,1003K00227000000,2,164.17
3587298,1003K00275000000,2,2192.04
3587299,1003L00062000000,1,1034.57
3587300,1003L00275000000,15,4425.62
3587301,1003M00071000000,1,391.05
3587302,1003M00140000000,1,141.9
3587303,1003M00214000000,1,142.37
3587304,1003N00009000000,11,4348.64
3587305,1003N00063000000,2,2473.86
3587306,1003P00030000000,26,2722.39
3587307,1003P00185000000,1,1.6
3587308,1003P00242000000,108,13470.77
3587309,1003S00059000000,27,15243.74
3587310,1003S00090000000,42,18804.11
3587311,1004A00205000000,1,11.35
3587312,1004B00200000000,1,5.68
3587313,1004K00170000000,2,674.86
3587314,1004L00045000000,3,965.43
3587315,1004N00040000000,1,3.78
3587316,1004N00205000000,1,94.1
3587317,1004P00234000000,25,6932
3587318,1004P00235000000,1,2036.84
3587319,1004R00040000000,1,4958.59
3587320,1004S00001000000,1,63.24
3587321,1005F00300000000,5,11391.8
3587322,1005K00125000000,24,996.54
3587323,1005M00200000000,1,96
3587324,1005M00230000000,1,404.4
3587325,1006A00015000000,1,202.37
3587326,1006B00100000000,43,2936.06
3587327,1006B00100102500,1,45.88
3587328,1006B00108000400,1,73.79
3587329,1006B00203000000,1,33.12
3587330,1006C00005000000,35,1149.96
3587331,1006C00035000000,63,13264.18
3587332,1006C00050005400,1,242.25
3587333,1006C00100000000,27,5635.97
3587334,1006F00003000000,4,14117.97
3587335,1006F00018000000,1,152.78
3587336,1006F00022000000,1,37.84
3587337,1006G00184000000,1,666.59
3587338,1006G00263000000,1,277.18
3587339,1006G00275000000,62,7845.17
3587340,1006J00112000000,1,77.57
3587341,1006K00065000000,1,62.43
3587342,1006L00017000000,7,13781.25
3587343,1006L00043000000,1,65.75
3587344,1006M00038000000,5,4831.91
3587345,1006M00045000000,1,49.19
3587346,1006N00020000000,53,278.34
3587347,1006N00032000000,10,41.36
3587348,1006R00400000000,10,2091.4
3587349,1006R00400000100,16,1424.55
3587350,1006S00200000000,1,63
3587351,1007A00125000000,1,1248.68
3587352,1007A00143000000,2,1870.71
3587353,1007A00415000300,1,2170.26
3587354,1007E00150000000,1,2568.43
3587355,1007G00012000000,1,3209.64
3587356,1007G00016000000,5,15313.62
3587357,1007J00248000000,3,11015.14
3587358,1007K00108000000,1,4009.21
3587359,1007K00130000000,3,9652.24
3587360,1007K00350000000,1,18.11
3587361,1007L00002000000,5,8.17
3587362,1007L00011000000,1,2.36
3587363,1007L00012000000,17,439.44
3587364,1007L00075000000,18,10180.26
3587365,1007M00075000000,77,6520.73
3587366,1007N00100000000,1,2577.83
3587367,1007N00132000000,1,3300.5
3587368,1007P00055000000,1,1830.27
3587369,1007S00049000000,1,733.19
3587370,1007S00058000000,1,4525.81
3587371,1007S00082000000,35,7646.08
3587372,1007S00090000000,5,10096.74
3587373,1008B00047000000,2,29.76
3587374,1008B00056000000,2,25.2
3587375,1008B00110000000,29,8594.59
3587376,1008B00302000000,2,5974.84
3587377,1008C00004000000,15,127.37
3587378,1008C00200000000,1,593.97
3587379,1008D00008000000,25,49727.2
3587380,1008D00018000000,1,3214.83
3587381,1008D00050000000,4,8878.72
3587382,1008D00160000000,6,14017.51
3587383,1008D00162000000,12,19073.81
3587384,1008E00010000000,1,306
3587385,1008E00041000000,19,214.91
3587386,1008E00044000000,24,291.3
3587387,1008E00047000000,22,251.26
3587388,1008E00050000000,25,8903.68
3587389,1008F00202000000,1,506.22
3587390,1008F00206000000,19,152.06
3587391,1008F00208000000,19,142.72
3587392,1008F00260000000,2,3877.6
3587393,1008F00262000000,5,16066.79
3587394,1008F00338000000,1,10
3587395,1008J00168000000,55,9673.04
3587396,1008J00212000000,2,3097.44
3587397,1008J00215000000,2,4039.38
3587398,1008J00224000000,4,1007.81
3587399,1008J00257000000,10,10028.97
3587400,1008J00277000000,51,115.95
3587401,1008J00279000000,1,1124.31
3587402,1008J00299000000,1,4891.33
3587403,1008L00200000000,46,6337.18
3587404,1008M00317000000,6,23964.86
3587405,1008S00032000000,1,3214.88
3587406,1008S00048000000,2,3511.26
3587407,1008S00064000000,2,4119.47
3587408,1009A00008000000,1,1048.78
3587409,1009A00031000000,2,3457.88
3587410,1009A00040000000,19,80.61
3587411,1009A00043000000,20,175.39
3587412,1009A00048000000,83,4341.53
3587413,1009A00068000000,4,5898.12
3587414,1009A00090000000,26,16226.37
3587415,1009A00115000000,2,1234.2
3587416,1009A00143000000,2,166.5
3587417,1009B00010000000,3,5755.32
3587418,1009B00100000000,4,3004.98
3587419,1009B00112000000,9,9055.56
3587420,1009B00126000000,2,347.57
3587421,1009B00131000000,4,7455.72
3587422,1009B00137000000,4,5524.78
3587423,1009B00156000000,5,4948.96
3587424,1009B00159000000,2,346.6
3587425,1009B00162000000,32,6271.86
3587426,1009B00165000000,2,4715.63
3587427,1009B00168000000,2,271.36
3587428,1009B00169000000,3,3279.55
3587429,1009B00174000000,32,9258.21
3587430,1009B00187000000,1,2178.04
3587431,1009B00188000000,1,157.6
3587432,1009B00190000000,1,168.74
3587433,1009B00193000000,1,12.6
3587434,1009B00215000000,16,4307.36
3587435,1009B00217000000,1,2050.84
3587436,1009B00240000000,18,8567.92
3587437,1009B00242000000,19,8482.82
3587438,1009B00246000000,13,19359.7
3587439,1009B00258000000,50,5127.62
3587440,1009B00263000000,12,1303.12
3587441,1009B00271000000,16,3733.29
3587442,1009B00274000000,11,12776.97
3587443,1009B00278000000,15,9287.19
3587444,1009B00283000000,44,2141.71
3587445,1009B00295000000,48,3345.66
3587446,1009B00299000000,19,19.06
3587447,1009B00305000000,15,5304.63
3587448,1009C00050000000,2,40.86
3587449,1009D00040000000,2,3392
3587450,1009E00046000000,5,1973.41
3587451,1009E00050000000,5,1928.22
3587452,1009E00079000000,1,752.84
3587453,1009E00081000000,45,2657.69
3587454,1009E00085000000,13,9549.47
3587455,1009E00087000000,18,16606.24
3587456,1009E00091000000,32,49699.99
3587457,1009E00128000000,1,482.2
3587458,1009E00131000000,29,5639.72
3587459,1009E00145000000,1,232.05
3587460,1009E00270000000,6,8905.05
3587461,1009E00280000000,6,3223.13
3587462,1009E00287000000,35,191.08
3587463,1009F00042000000,14,10751.16
3587464,1009F00080000000,19,238.15
3587465,1009F00087000000,5,9140.47
3587466,1009F00134000000,13,4353.37
3587467,1009F00138000000,69,2986.23
3587468,1009F00188000000,52,17615.29
3587469,1009F00191000000,2,2211.31
3587470,1009F00194000000,67,4868.76
3587471,1009F00203000000,25,12376.46
3587472,1009F00206000000,1,48.7
3587473,1009F00210000000,1,1692.34
3587474,1009F00217000000,1,1082.99
3587475,1009F00219000000,3,29.1
3587476,1009F00221000000,2,2331.2
3587477,1009F00275000000,37,288.37
3587478,1009F00280000000,5,6217.03
3587479,1009F00283000000,32,29930.5
3587480,1009F00298000000,1,1589.74
3587481,1009G00004000000,16,20414.84
3587482,1009G00011000000,3,4680.6
3587483,1009G00014000000,1,1592.82
3587484,1009G00017000000,4,874.46
3587485,1009G00036000000,3,5289.54
3587486,1009G00056000000,1,443.26
3587487,1009G00064000000,1,779.4
3587488,1009G00100000000,5,2453.57
3587489,1009G00111000000,2,62.81
3587490,1009G00122000000,47,288.77
3587491,1009G00138000000,5,716.4
3587492,1009H00026000000,1,5440.09
3587493,1009H00125000000,1,10
3587494,1009L00215000000,106,10123.99
3587495,1009M00015000000,11,41725.95
3587496,1009M00094000000,1,3067.72
3587497,1009M00200000000,3,1447.14
3587498,1009S00151000000,19,5364.96
3587499,1009S00153000000,18,4975.55
3587500,1009S00154000000,18,7861.76
3587501,1009S00155000000,2,1001.82
3587502,1010C00042000000,2,30
3587503,1010C00109000000,1,984.84
3587504,1010C00117000000,1,482.86
3587505,1010C00138000000,1,7.12
3587506,1010C00151000000,4,1765.28
3587507,1010C00243000000,6,6632.75
3587508,1010C00245000000,6,5944.3
3587509,1010C00254000000,3,3644.79
3587510,1010C00256000000,6,9841.92
3587511,1010C00271000000,3,6731.8
3587512,1010C00284000000,4,158.81
3587513,1010C00309000000,32,36.86
3587514,1010C00312000000,1,1469.69
3587515,1010C00335000000,1,188.64
3587516,1010C00353000000,5,7187.27
3587517,1010C00355000000,5,10876.62
3587518,1010C00359000000,1,368.63
3587519,1010G00093000000,3,1565.4
3587520,1010G00099000000,59,913.49
3587521,1010G00103000000,49,6834.91
3587522,1010G00105000000,50,147.62
3587523,1010H00018000000,2,5736.02
3587524,1010H00099000000,15,656.49
3587525,1010H00127000000,1,383.4
3587526,1039G00001000000,1,399.08
3587527,1040C00001000000,7,7558.58
3587528,1040C00002000000,55,1680.11
3587529,1040C00004000000,80,12872.36
3587530,1040C00006000000,1,199.05
3587531,1040C00008000000,4,1144.77
3587532,1040C00011000000,14,8479.61
3587533,1040C00015000000,1,153.83
3587534,1040C00016000000,1,137.52
3587535,1040C00020000000,3,595.52
3587536,1040C00021000000,1,154.47
3587537,1040C00022000000,1,1.42
3587538,1040C00029000000,3,566.55
3587539,1040D00014000000,31,7102.63
3587540,1040D00015000000,46,782.69
3587541,1040D00016000000,20,1379.21
3587542,1040D00017000000,1,382.2
3587543,1040D00018000000,4,1399.65
3587544,1040D00019000000,52,482.65
3587545,1040D00020000000,60,4023.2
3587546,1040D00023000000,2,411.9
3587547,1040D00025000000,32,7111.76
3587548,1040F00002000000,1,675.45
3587549,1040H00002000000,1,343.2
3587550,1041M00001000000,3,452.04
3587551,1041R00007000000,5,2103.12
3587552,1041R00015000000,1,343
3587553,1041R00018000000,23,4558.09
3587554,1041R00025000000,27,360.02
3587555,1041R00027000000,8,4291.34
3587556,1041R00033000000,1,1.42
3587557,1041R00034000000,1,149.93
3587558,1041R00041000000,1,74.35
3587559,1041S00002000000,58,8229.34
3587560,1041S00004000000,71,8638.85
3587561,1041S00006000000,62,18379.11
3587562,1041S00009000000,1,178.64
3587563,1041S00013000000,12,5021.03
3587564,1041S00014000000,1,131.2
3587565,1041S00015000000,4,411.41
3587566,1041S00019000000,3,544.35
3587567,1041S00020000000,1,232.27
3587568,1041S00021000000,2,375.67
3587569,1041S00024000000,3,242.52
3587570,1041S00025000000,1,5.2
3587571,1041S00028000000,3,956.4
3587572,1041S00033000000,2,457.96
3587573,1041S00034000000,69,7245.39
3587574,1041S00041000000,3,343.31
3587575,1041S00050000000,99,4506.15
3587576,1041S00052000000,1,359.27
3587577,1041S00054000000,1,160.22
3587578,1044S00057000000,2,4798.26
3587579,1044S00116000000,6,784.74
3587580,1046J00310000000,1,18.85
3587581,1046N00180000000,1,44.95
3587582,1049G00312000000,1,3401.3
3587583,1049G00366000000,2,868.57
3587584,1049H00007000000,1,25.54
3587585,1049M00069000000,1,23.65
3587586,1049M00210000000,1,2544
3587587,1049M00354000000,1,34.65
3587588,1049M00394000000,14,17124.8
3587589,1050H00014000000,1,49.09
3587590,1050H00053000000,27,3109.93
3587591,1050H00055000000,5,339.25
3587592,1051F00012000000,44,12209.61
3587593,1051F00062000000,2,361.71
3587594,1051F00076000000,3,6322.53
3587595,1051J00075000000,4,6386.88
3587596,1051M00100000000,39,18097.54
3587597,1051M00396000000,10,36.82
3587598,1051S00010020600,1,398.15
3587599,1051S00010030500,1,398.15
3587600,1051S00030000000,41,7307.03
3587601,1061S00002000000,67,880.53
3587602,1061S00039000000,42,12174.69
3587603,1061S00101000000,4,2011.4
3587604,1061S00158000000,2,1229
3587605,1061S00184000000,17,9999.45
3587606,1061S00186000000,53,24174.74
3587607,1061S00282000000,2,65.7
3587608,1062F00193000000,1,1013.46
3587609,1062G00007000000,1,672
3587610,1062J00043000000,2,1539.28
3587611,1062M00046000000,2,153.6
3587612,1063D00060000000,1,18.76
3587613,1063J00220000000,2,640
3587614,1063M00100000000,1,4864
3587615,1063P00300000000,2,721.25
3587616,1063S00240000000,2,5585.87
3587617,1064A00110000000,1,363.31
3587618,1065E00228000000,65,977.14
3587619,1065F00202000000,12,257.25
3587620,1065F00385000000,3,1004.66
3587621,1065N00021000000,2,4413.25
3587622,1065N00348000000,1,1372.14
3587623,1065N00358000000,32,8311.28
3587624,1067D00100000000,1,116.88
3587625,1067M00024000000,1,329.21
3587626,1067M00030000000,1,1718.47
3587627,1067M00101000000,1,289
3587628,1068A00001000000,1,7507.12
3587629,1068D00160000000,1,334.37
3587630,1068K00064000000,20,7509.33
3587631,1068K00078000000,1,5950.88
3587632,1068K00371000000,20,9954.53
3587633,1068L00050000000,16,7753.72
3587634,1068N00336000000,2,13.4
3587635,1068S00169000000,1,10891.1
3587636,1069A00120000000,1,18.31
3587637,1069B00100000000,1,164.2
3587638,1069C00237000000,1,7258.22
3587639,1069F00348000000,1,3858.44
3587640,1069K00082000000,48,4181.21
3587641,1069K00265000000,1,5.48
3587642,1069N00223000000,3,1126.7
3587643,1070K00226000000,1,62.08
3587644,1070M00017000000,3,632.39
3587645,1070M00101000000,12,91.93
3587646,1070R00125000000,1,2461.27
3587647,1070S00079000000,7,1368.77
3587648,1070S00174000000,1,1620.3
3587649,1071D00264000000,1,2281.78
3587650,1071D00302000000,1,4582.33
3587651,1071L00095000000,54,14108.35
3587652,1071L00111000000,5,46.47
3587653,1071L00239000000,1,44.18
3587654,1071M00150000000,41,11917.51
3587655,1071R00072000000,28,116.53
3587656,1071R00276000000,35,370.4
3587657,1071R00281000000,49,15968.69
3587658,1072E00185000000,1,755.24
3587659,1072M00100000000,47,16043.09
3587660,1072M00350000000,35,18187.35
3587661,1072R00150000000,1,631.6
3587662,1074C00232000000,10,16722.47
3587663,1074G00133000000,1,3889.02
3587664,1075C00241000000,2,494.74
3587665,1075C00332000000,2,92.25
3587666,1075D00030000000,39,438.82
3587667,1075D00159000000,9,12564.62
3587668,1075F00002000000,1,17214
3587669,1075H00021000000,5,17.3
3587670,1075H00234000000,2,3207.33
3587671,1075H00247000000,1,399.86
3587672,1076A00015000000,2,195.1
3587673,1076A00116000000,8,108.88
3587674,1076A00390000000,28,373.79
3587675,1076B00062000000,8,82.8
3587676,1076C00023000000,1,12930.83
3587677,1076D00221000000,49,14330.96
3587678,1076D00298000000,97,9567.67
3587679,1076E00236000000,14,145.82
3587680,1076E00292000000,1,83.92
3587681,1076E00341000000,13,313.18
3587682,1076E00361000000,6,161.4
3587683,1076E00393000000,19,24.67
3587684,1076L00057000000,4,535.58
3587685,1076L00178000000,1,1428.78
3587686,1076N00125252400,1,174.68
3587687,1076R00141000000,3,4819.48
3587688,1076R00801000000,1,70
3587689,1076S00274000000,1,1468.83
3587690,1076S00281000000,1,2575.46
3587691,1077A00386000000,1,168.98
3587692,1077E00139000000,2,424.06
3587693,1077E00179000000,44,1091.97
3587694,1077F00008000000,4,330.19
3587695,1077F00028000000,3,16952.72
3587696,1077K00229000000,6,13129.83
3587697,1077L00100000000,2,51.82
3587698,1077M00055000000,1,1621.16
3587699,1077M00109000000,14,208.64
3587700,1077N00068000000,1,931.03
3587701,1077N00322000000,1,786.3
3587702,1077S00040000000,2,79.3
3587703,1078F00241000000,30,994.35
3587704,1078F00274000000,1,672.08
3587705,1078F00276000000,1,9456.83
3587706,1078G00336000000,1,5.04
3587707,1078J00141000000,4,24.5
3587708,1078K00200000000,2,5962.87
3587709,1078L00249000000,13,10542.12
3587710,1080B0010000T200,1,208.59
3587711,1080L00210000000,4,725.67
3587712,1080M00133000000,1,0
3587713,1080M00270000000,1,0
3587714,1080S00067000000,1,0
3587715,1080S00084000000,1,0
3587716,1081C00051000000,1,463.58
3587717,1081G00311000000,16,9710.3
3587718,1081M00215000000,1,1072
3587719,1083B00101000000,1,1439.86
3587720,1083L00337000000,1,1257.7
3587721,1084A00111000000,1,293.58
3587722,1084A00154000000,10,6902.79
3587723,1084D00300000000,7,51852.21
3587724,1084E00089000000,9,4047.32
3587725,1084E00098000000,13,10915.66
3587726,1084E00112000000,10,6543.52
3587727,1084E00141000000,114,8773.98
3587728,1084E00186000000,18,6136.28
3587729,1084H00096000000,86,17168.16
3587730,1084H00386000000,4,1967.66
3587731,1084P00199000000,4,11712.17
3587732,1084P00363000000,1,595.64
3587733,1084R00240000000,2,973.64
3587734,1085A00178000000,1,167.09
3587735,1085A00205000000,12,13537.66
3587736,1085A00252000000,6,2471.87
3587737,1085B00266000000,37,14919.29
3587738,1085H00093000000,64,15687.16
3587739,1085L00238000000,2,3324.1
3587740,1085L00263000000,1,1311.21
3587741,1086J00221000000,28,5216.92
3587742,1086J00229000000,75,11678.91
3587743,1086J00238000000,35,11413.38
3587744,1086J00262000000,80,18386.66
3587745,1086J00294000000,4,3174.87
3587746,1086J00312000000,3,1302.53
3587747,1086K00290000000,168,26317.27
3587748,1086M00010000000,1,2112.65
3587749,1086M00050000000,32,12985.37
3587750,1086M00075000000,7,6470.61
3587751,1086R00090000000,1,394.45
3587752,1086R00240000000,11,16403.08
3587753,1087A00072000000,22,8995.28
3587754,1087B00040000000,33,12914.45
3587755,1087B00045000000,47,8598.23
3587756,1087B00316000000,5,325.32
3587757,1087D00049000000,1,228.56
3587758,1087D00064000000,29,6355.3
3587759,1087D00207000000,3,6033.65
3587760,1087D00215000000,1,2275.6
3587761,1087D00302000000,2,599.86
3587762,1087D00310000000,3,765.5
3587763,1087D00312000000,5,3818.33
3587764,1087D00316000000,87,4375.3
3587765,1087D00320000000,1,505.05
3587766,1087D00336000000,3,873.11
3587767,1087D00348000000,11,5649.45
3587768,1087E00010000000,131,21505.55
3587769,1087E00026000000,84,801.87
3587770,1087E00061000000,60,10783.42
3587771,1087E00076000000,32,12752.04
3587772,1087E00096000000,135,17163.25
3587773,1087E00126000000,39,11324.04
3587774,1087E00205000000,157,20000.59
3587775,1087F00004000000,1,12.25
3587776,1087F00058000000,30,12155.76
3587777,1087H00012000000,48,3814.28
3587778,1087K00075000000,1,524.14
3587779,1087K00129000000,7,9955.64
3587780,1087K00251000000,130,16996.77
3587781,1087K00258000000,120,10539.25
3587782,1087L00046000000,2,1049.24
3587783,1087L00053000000,1,6.3
3587784,1087M00275000000,1,170
3587785,1087P00152000000,2,1738.68
3587786,1087P00171000000,1,108
3587787,1087P00280000000,1,18941.05
3587788,1087P00310000000,37,8342.94
3587789,1088A00006000000,3,2094.88
3587790,1088A00008000000,1,1008.13
3587791,1088A00014000000,24,291.64
3587792,1088A00040000000,1,160.82
3587793,1088A00042000000,4,3711.88
3587794,1088A00056000000,1,158.44
3587795,1088A00060000000,22,15603.08
3587796,1088A00064000000,14,17856.98
3587797,1088A00066000000,2,1532.25
3587798,1088A00080000000,15,4940.41
3587799,1088A00083000000,1,597.36
3587800,1088A00087000000,2,1044.96
3587801,1088A00091000000,50,11865.77
3587802,1088A00092000000,30,1077.3
3587803,1088A00099000000,4,2149.45
3587804,1088A00101000000,2,936.09
3587805,1088A00109000000,1,286.12
3587806,1088A00111000000,50,4915.21
3587807,1088A00113000000,53,6065.09
3587808,1088A00117000000,1,58.5
3587809,1088A00148000000,42,5481.72
3587810,1088A00150000000,6,996.09
3587811,1088A00152000000,3,1994.04
3587812,1088A00154000000,6,2855.46
3587813,1088A00160000000,60,8935.13
3587814,1088A00162000000,22,7128.67
3587815,1088A00174000000,3,1223.54
3587816,1088A00182000000,11,5073.59
3587817,1088A00186000000,8,1473.05
3587818,1095J00141000000,1,532.01
3587819,1095J00356000000,1,31888.6
3587820,1095R00098000000,1,720.31
3587821,1095R00142000000,1,2101.45
3587822,1096D00068000000,1,43.86
3587823,1096G00086000000,1,345.29
3587824,1096H00284000000,7,26.22
3587825,1096H00346000000,2,21.97
3587826,1096H00355000000,66,4980.16
3587827,1096L00216000000,3,7671.11
3587828,1097M00142000000,4,7829.94
3587829,1098A00068000000,16,12914.26
3587830,1098A00092000000,30,534.24
3587831,1098A00131000000,10,5724.88
3587832,1098A00136000000,13,8392.08
3587833,1098A00159000000,38,9587.65
3587834,1098A00198000000,1,615.41
3587835,1098A00236000000,1,245.49
3587836,1098A00254000000,16,9765.85
3587837,1098A00341000000,1,318.36
3587838,1098A00360000000,5,4459.6
3587839,1098D00047000000,1,538.18
3587840,1098D00163000000,10,11186.07
3587841,1098F00064000000,11,3973.44
3587842,1098F00374000000,1,137.17
3587843,1099D00067000000,2,6344.89
3587844,1099J00003000000,4,2063.26
3587845,1099K00249000000,4,1314
3587846,1099P00009000000,1,674.63
3587847,1099P00090000000,39,10018.55
3587848,1099P00204000000,1,34.02
3587849,1099P00391000000,3,277.73
3587850,1099R00143000000,1,153.94
3587851,1099R00145000000,3,1261.96
3587852,1099R00163000000,33,1280.23
3587853,1099R00166000000,3,7213.94
3587854,1099R00190000000,3,1709.16
3587855,1100B00022000000,5,2387.18
3587856,1100B00048000000,3,2743.87
3587857,1100B00051000000,35,22085.81
3587858,1100B00054000000,17,10972.04
3587859,1100B00060000000,1,27.91
3587860,1100B00066000000,3,5456.69
3587861,1100B00074000000,33,15917.75
3587862,1100B00078000000,44,26955.5
3587863,1100B00082000000,1,269.06
3587864,1100B00085000000,13,13038.11
3587865,1100B00094000000,1,212
3587866,1100B00096000000,3,1392.95
3587867,1100B00101000000,1,1067.82
3587868,1100B00180000000,4,4245.91
3587869,1100B00201000000,1,305.92
3587870,1100B00213000000,6,4934.19
3587871,1100B00219000000,29,26398.69
3587872,1100B00316000000,2,11588.7
3587873,1100B00339000000,9,6594.69
3587874,1100C00063000000,1,933.93
3587875,1100C00065000000,2,2551.61
3587876,1100C00077000000,2,1081.14
3587877,1100C00081000000,31,19205.69
3587878,1100C00204000000,1,1949.5
3587879,1100C00209000000,7,7190.11
3587880,1100C00217000000,4,782.59
3587881,1100C00230000000,5,963.97
3587882,1100C00242000000,3,1201.7
3587883,1100C00268000000,4,3041.07
3587884,1100C00286000000,15,1419.44
3587885,1100C00290000000,43,10510.95
3587886,1100C00367000000,2,712.53
3587887,1100D00371000000,10,3434.16
3587888,1100D00374000000,1,406.76
3587889,1100F00020000000,2,350.48
3587890,1100F00026000000,1,616.67
3587891,1100F00051000000,83,976.77
3587892,1100F00201000000,11,5279.79
3587893,1100F00212000000,23,5562.78
3587894,1100F00220000000,13,3050.17
3587895,1100G00319000000,2,2637.98
3587896,1100K00088000000,1,1116.68
3587897,1100K00117000000,1,18.25
3587898,1100P00272000000,1,106.64
3587899,1101N00172000000,19,1910.14
3587900,1101N00261000000,1,343.68
3587901,1101P00007000000,42,8535.73
3587902,1101S00256000000,1,115.89
3587903,1101S00283000000,1,658.91
3587904,1102A00025000000,11,8650.12
3587905,1102A00130000000,1,243.9
3587906,1102A00248000000,1,727.95
3587907,1102A00297000000,1,159.87
3587908,1102A00332000000,1,54.54
3587909,1102A00390000000,31,675.3
3587910,1102B00323000000,5,2763.22
3587911,1102C00107000000,10,45136.81
3587912,1102D00392000000,1,3645.49
3587913,1102E00034000000,2,8073.45
3587914,1102E00334000000,4,4717.52
3587915,1102E00354000000,3,2392.41
3587916,1102H00055000000,1,43.04
3587917,1102H00077000000,1,481.99
3587918,1102H00363000000,2,470.55
3587919,1102J00004000000,2,10850.35
3587920,1102M00055000000,4,5190.46
3587921,1102M00210000000,13,17646.7
3587922,1102M00265000000,1,218.58
3587923,1102M00344000000,8,3640.97
3587924,1102N00063000000,1,394.35
3587925,1102S00015000000,1,608.97
3587926,1102S00207000000,5,5821.31
3587927,1103D00156000000,1,29.24
3587928,1103D00210000000,11,20917.44
3587929,1103D00332000000,5,329.75
3587930,1103E00171000000,6,11002.62
3587931,1103F00096000000,1,1175.6
3587932,1103G00224000000,1,566.34
3587933,1103G00359000000,10,9781.26
3587934,1103G00389000000,1,408
3587935,1103H00144000000,1,357.89
3587936,1103H00261000000,1,168.86
3587937,1103J00025000000,1,129
3587938,1103J00048000000,5,13444.34
3587939,1103J00154000000,2,1070.16
3587940,1103J00241000000,3,10280.12
3587941,1103J00257000000,2,1783.9
3587942,1103K00047000000,6,7274.15
3587943,1103K00103000000,1,1970.59
3587944,1103K00332000000,2,4717.04
3587945,1103L00077000000,1,420
3587946,1103L00177000000,1,651
3587947,1103L00218000000,1,163.66
3587948,1103L00342000000,2,3840.7
3587949,1103L00359000000,5,2592.48
3587950,1103M00259000000,1,2024.01
3587951,1103M00275000000,1,2321.34
3587952,1103P00057000000,1,791.59
3587953,1103P00081000000,1,2811.24
3587954,1103P00097000000,9,95.08
3587955,1103P00143000000,2,845.05
3587956,1103P00149000000,1,435
3587957,1103R00036000000,36,19249.83
3587958,1103R00360000000,19,5922.31
3587959,1103S00038000000,40,63189.55
3587960,1103S00040000000,2,17.02
3587961,1103S00068000000,5,10869.45
3587962,1103S00187000000,1,3373.16
3587963,1103S00236000000,1,296.1
3587964,1103S00246000000,8,10233.3
3587965,1103S00278000000,1,844.11
3587966,1104A00328000000,1,147.57
3587967,1104B00112000000,7,15222.91
3587968,1104B00137000000,1,2134.51
3587969,1104F00140000000,3,2217.92
3587970,1104F00215000000,1,403.04
3587971,1104G00215000000,10,1399.34
3587972,1104G00235000000,1,46.9
3587973,1104G00284000000,3,1378.08
3587974,1104H00106000000,1,482.78
3587975,1104H00122000000,1,626.18
3587976,1104H00221000000,6,3977.12
3587977,1104H00263000000,3,1548.72
3587978,1104H00268000000,4,3570.29
3587979,1104H00284000000,1,2116.52
3587980,1104H00298000000,1,58.72
3587981,1104L00023000000,1,26.49
3587982,1104M00161000000,1,496
3587983,1104M00193000000,1,189.2
3587984,1104M00301000000,3,1613.25
3587985,1104M00329000000,1,2042.4
3587986,1104N00074000000,1,489.19
3587987,1104P00279000000,1,7526.41
3587988,1104P00349000000,8,4367.97
3587989,1104R00026000000,1,6311.57
3587990,1104S00100000000,1,459.19
3587991,1104S00107000000,3,7610.19
3587992,1104S00165000000,1,40.21
3587993,1105B00047000000,47,100549.98
3587994,1105B00220000000,2,6264.12
3587995,1105E00096000000,67,8986.06
3587996,1105G00199000000,18,1997.84
3587997,1105G00219000000,38,24297.52
3587998,1105J00073000000,1,387.86
3587999,1105J00114000000,3,3987.92
3588000,1105J00142000000,12,20322.02
3588001,1105J00283000000,1,458.92
3588002,1105J00287000000,4,3391.5
3588003,1105J00291000000,1,162.71
3588004,1105J00342000000,4,4956.84
3588005,1105J00347000000,1,152.68
3588006,1105K00154000000,4,4483.97
3588007,1105K00209000000,2,3699.05
3588008,1105K00270000000,1,1232.81
3588009,1105K00278000000,1,1251.02
3588010,1105K00362000000,1,206.83
3588011,1105M00297000000,1,129.43
3588012,1105P00207000000,2,408.6
